10178777	CG42835
117470	Gr93d
117471	Gr93c
117472	Gr93b
117473	Gr92a
117475	Gr85a
117476	Gr77a
117477	Gr64f
117479	Gr64c
117480	Gr64b
117481	Gr64a
117484	Gr59b
117485	Gr59a
117486	Gr36c
117487	Gr36b
117488	Gr36a
117492	Gr22b
117496	Gr28b
117498	Gr22e
117499	Gr22c
117500	Gr22a
117501	Gr10a
117503	RacGAP84C
118436	Ranbp16
12797860	CG43209
12797866	CG43106
12797872	CG43348
12797873	CG43349
12797875	CG43401
12797876	CG43402
12797883	CG43449
12797888	CG43062
12797889	CG43450
12797890	CG14742
12797893	CG43630
12797894	CG43063
12797895	CG43208
12797901	CG43291
12797902	CG43179
12797910	CG43248
12797911	CG43083
12797912	CG43084
12797913	CG43082
12797916	CG43295
12797917	CG43249
12797919	CG43206
12797926	CG43085
12797937	CG43049
12797938	CG43407
12797946	CG43198
12797949	CG43138
12797953	CG43255
12797970	CG43156
12797977	CG43088
12797978	CG43075
12797979	CG43076
12797990	CG43077
12797992	CG43221
12797993	CG43220
12797997	CG43054
12797998	CG43231
12798001	CG43271
12798006	CG43362
12798009	CG43354
12798024	CG43233
12798044	CG43448
12798047	CG43290
12798054	CG43254
12798056	CG43060
12798057	CG43618
12798058	CG43061
12798080	CG43123
12798081	CG43267
12798088	CG43341
12798106	CG43288
12798107	CG43134
12798108	CG43135
12798119	CG43136
12798120	CG43137
12798121	CG43115
12798122	CG43090
12798124	CG43195
12798125	CG43308
12798138	CG43393
12798140	CG43326
12798144	CG43207
12798145	HP1Lcsd
12798151	CG43133
12798152	CG43229
12798157	CG43153
12798158	CG43438
12798159	CG43167
12798172	CG43245
12798184	CG43050
12798198	CG43376
12798201	CG43390
12798201	CG43391
12798202	CG43390
12798202	CG43391
12798207	CG43064
12798213	CG43332
12798214	CG43052
12798218	CG43294
12798223	CG43230
12798230	CG43131
12798232	CG14664
12798240	CG43147
12798242	CG43184
12798252	CG43120
12798253	CG43246
12798254	CG43121
12798256	CG43273
12798257	CG13639
12798270	CG43116
12798272	CG43117
12798275	CG43447
12798276	CG43139
12798278	CG43319
12798279	Acp98AB
12798281	CG43125
12798282	CG43124
12798292	CG43181
12798293	CG43182
12798297	Diedel2
12798298	CG43321
12798301	CG43235
12798305	CG43057
12798308	CG43400
12798309	CG43350
12798317	CG43187
12798323	CG43327
12798324	CG43371
12798325	CG43103
12798326	CG43107
12798327	CG43237
12798328	CG43272
12798329	CG43108
12798330	CG43110
12798331	CG43324
12798334	BomT1
12798338	CG43069
12798339	CG43070
12798340	CG43071
12798341	CG43109
12798343	CG43351
12798347	CG43111
12798348	CG42878
12798350	CG43277
12798363	CG43293
12798364	CG43168
12798365	CG43439
12798367	CG43292
12798369	CG43059
12798372	CG43169
12798379	CG43296
12798381	CG43183
12798390	CG43200
12798391	CG43172
12798392	CG43201
12798393	CG43171
12798394	CG43397
12798395	CG43396
12798403	CG43188
12798405	CG43112
12798406	CG43114
12798407	CG43190
12798408	CG43191
12798413	CG43335
12798414	CG43336
12798419	CG43315
12798420	CG43244
12798422	CG43318
12798425	CG43204
12798428	CG43251
12798436	CG43072
12798437	CG43219
12798438	CG43218
12798442	CG43192
12798445	CG43058
12798449	CG43175
12798450	CG43445
12798457	CG43392
12798458	CG43312
12798459	CG43331
12798460	CG43330
12798461	CG43329
12798465	hemo
12798466	CG43236
12798467	CG43428
12798468	CG43101
12798476	CG43203
12798477	CG43068
12798498	CG43446
12798510	CG43342
12798514	CG43091
12798515	CG43092
12798516	CG43093
12798517	CG43094
12798518	CG43095
12798528	CG43222
12798530	CG43403
12798539	CG43149
12798544	CG43337
12798550	CG43165
12798551	CG43145
12798556	CG43055
12798557	CG43056
12798569	CG43307
12798570	CG43185
12798574	CG43389
12798579	CG43074
12798580	CG43610
12798583	CG43232
12798585	CG43098
12798588	CG43089
13084051	CG43178
13084062	CG43210
13084068	CG43355
13084069	CG43346
140439	Tre1
14462401	CG43673
14462405	CG43997
14462410	CG43841
14462411	CG43843
14462434	CG44088
14462437	CG43845
14462442	CG44227
14462445	CG43675
14462452	CG12256
14462454	CG44038
14462455	CG44037
14462463	CG44194
14462464	CG44142
14462470	CG44215
14462474	CG44094
14462475	CG44040
14462476	CG44013
14462479	CG44044
14462482	CG44090
14462483	CG44158
14462484	Rpb4
14462485	koko
14462486	CG43732
14462489	CG44174
14462512	CG43694
14462523	CG43935
14462537	CG44102
14462556	CG43646
14462557	CG43647
14462577	pre-lola-G
14462585	CG43691
14462588	CG43919
14462591	CG43829
14462596	CG43788
14462597	CG43789
14462605	Rgk1
14462611	CG43709
14462612	CG43710
14462613	CG43711
14462614	CG43666
14462615	CG43667
14462616	CG43677
14462617	CG43668
14462620	CG43982
14462622	CG43742
14462623	CG44163
14462625	CG43659
14462630	CG43776
14462631	CG43777
14462661	Gr22d
14462673	CG43750
14462674	CG44139
14462678	CG43851
14462685	CG43815
14462687	CG43703
14462692	CG43797
14462693	CG43774
14462699	CG43798
14462701	CG44000
14462712	CG43922
14462714	CG43799
14462715	CG43800
14462726	CG43796
14462740	CG43725
14462750	CG44008
14462751	CG43813
14462753	CG43051
14462757	CG44198
14462759	CG43925
14462761	CG43779
14462762	CG43850
14462774	CG44140
14462774	CG44141
14462775	CG43923
14462775	CG43924
14462776	CG44140
14462776	CG44141
14462777	CG43923
14462777	CG43924
14462778	CG43760
14462783	CG43816
14462793	CG43645
14462795	CG43814
14462799	CG43731
14462810	CG43739
14462830	CG43915
14462836	CG43781
14462837	CG44195
14462838	CG43880
14462840	CG43886
14462843	CG43965
14462845	CG43783
14462850	CG43993
14462851	CG43638
14462860	CG43678
14462861	CG43679
14462862	CG43680
14462875	CG43954
14462878	CG44006
14462879	CG44004
14462897	CG43931
14462900	CG43938
14462901	CG43702
14462910	CG43895
14462915	CG43968
170876	Pif2
170878	Obp83g
170882	Obp56c
170887	CG31750
192467	mt:ATPase6
192468	mt:ATPase8
192469	mt:CoI
192470	mt:CoII
192471	mt:CoIII
192472	mt:Cyt-b
192474	mt:ND2
192475	mt:ND3
192476	mt:ND4
192477	mt:ND4L
192478	mt:ND5
192479	mt:ND6
192481	Gr59c
192506	CG5986
192507	Ndf
192508	CG5180
192509	CG12084
192528	CG31381
192535	CG32032
192611	CG32388
19834718	sud1
19834720	CG44385
19834721	CG44405
19834757	CG44335
19834759	CG45487
19834760	CG45076
19834761	CG44249
19834768	CG44388
19834795	CG45012
19834814	CG44314
19834823	CG45544
19834824	CG45101
19834832	CG44869
19834833	CG43784
19834833	CG45488
19834833	CG45493
19834833	CG45494
19834845	CG45691
19834846	CG45307
19834873	CG45207
19834892	CG45080
19834907	CG44477
19834908	CG45071
19834929	CG45428
19834930	pre-mod(mdg4)-I
19834931	CG45085
19834937	CG45075
19834939	CG44438
19834948	SclB
19834964	CG45087
19835010	CG44956
19835016	CG45100
19835022	CG44270
19835051	pre-mod(mdg4)-B
19835072	CG44303
19835127	pre-mod(mdg4)-E
19835131	CG43784
19835131	CG45488
19835131	CG45493
19835131	CG45494
19835136	CG45066
19835138	CG44439
19835139	CG45062
19835181	CG44812
19835207	CG45095
19835236	CG45154
19835256	CG46304
19835258	CG45676
19835262	CG45089
19835263	CG44954
19835307	CG44476
19835348	pre-mod(mdg4)-P
19835366	CG44355
19835383	PIG-V
19835392	CG44475
19835393	CG44437
19835394	CG45060
19835398	CG44521
19835431	CG45099
19835434	CG45273
19835450	CG45545
19835457	IBIN
19835476	pre-mod(mdg4)-C
19835488	CG45122
19835490	CG45063
19835504	CG45065
19835525	CG44624
19835548	PIG-Z
19835563	CG45088
19835569	CG45116
19835571	CG45079
19835590	CG45491
19835591	CG44290
19835594	CG44815
19835597	CG45072
19835613	CG44286
19835622	CG44435
19835635	CG44622
19835642	CG45603
19835655	CG44403
19835657	SclA
19835659	CG45492
19835677	CG44259
19835678	pre-mod(mdg4)-K
19835713	CG45081
19835723	CG45011
19835727	CG44247
19835738	CG44666
19835749	CG44245
19835750	CG44296
19835787	CG43784
19835787	CG45488
19835787	CG45493
19835787	CG45494
19835795	CG46385
19835861	CG44532
19835865	CG44253
19835868	CG44271
19835876	CG44261
19835885	CG44257
19835887	CG44362
19835889	CG45546
19835900	CG45490
19835902	CG45086
19835907	pre-mod(mdg4)-L
19835957	CG43920
19835998	CG45061
19836003	CG45069
19836004	CG44574
19836008	CG45084
19836027	CG43405
19836030	CG45489
19836032	pre-mod(mdg4)-J
19836034	CG44250
19836048	CG45045
19836050	CG44623
19836061	CG45078
19836082	CG44569
19836089	CG44329
19836101	CG45690
19836116	CG45064
19836117	CG44428
19836138	CG44406
19836139	CG43784
19836139	CG45488
19836139	CG45493
19836139	CG45494
19836171	CG44434
19836175	CG44242
19836177	CG45218
19836181	CG43998
19836188	CG44426
19836197	CG45073
19836213	CG45486
19836220	CG45092
19836228	CG45413
19836231	CG44625
19836240	pre-mod(mdg4)-AB
19836250	Cyp6a16
19836253	CG44341
19893529	mt:ND2
19893533	mt:CoI
19893535	mt:CoII
19893538	mt:ATPase8
19893539	mt:ATPase6
19893540	mt:CoIII
19893542	mt:ND3
19893549	mt:ND5
19893551	mt:ND4
19893552	mt:ND4L
19893555	mt:ND6
19893556	mt:Cyt-b
19893558	mt:ND1
19988923	ARY
246383	CG30001
246384	CG30002
246386	GstT2
246388	CG30008
246389	CG30010
246393	CG30016
246395	mthl13
246397	sprt
246398	CG30025
246399	CG30026
246404	CG30031
246404	deltaTry
246404	gammaTry
246406	CG30033
246408	CG30036
246409	CG30037
246411	CG30039
246412	CG30043
246413	Cpr49Aa
246414	CG30047
246415	CG30048
246416	CG30049
246417	CG30050
246418	Tmem18
246419	CG30053
246420	CG30054
246422	CG30056
246424	CG30058
246425	CG30059
246426	CG30060
246428	CG30062
246431	CG30065
246432	Obp50a
246434	Obp50c
246435	Obp50b
246436	Obp50d
246437	CG30075
246438	CG30076
246439	Blos1
246441	CG30080
246442	Ir51b
246443	CG30082
246444	CG30083
246445	Rif1
246446	CG30087
246447	CG30088
246448	CG30090
246449	CG30091
246451	COX6AL
246452	CG30094
246453	CG30095
246454	CG30096
246456	CG30098
246457	CG30100
246458	NT5E-2
246459	CG30105
246460	CG30108
246461	CG30109
246462	CG30110
246465	CG30114
246467	CG30120
246471	Ir56a
246484	CG30151
246485	galla-1
246487	CG30154
246488	CG30156
246489	CG30157
246490	CG30160
246490	Tsp42Eb
246492	Cpr60D
246493	prom
246496	CG30172
246497	HSPC300
246500	CG30177
246501	CG30178
246504	ppk3
246505	CG42559
246506	CG30184
246507	AIMP3
246509	CG30187
246510	CG30192
246511	CG18853
246513	CG30197
246514	CG30203
246515	CG43325
246518	CG30271
246519	MFS1
246520	CG30273
246521	CG30274
246522	CG30275
246523	CG30278
246525	CG30281
246527	CG30284
246528	CG30285
246529	CG30286
246530	CG30287
246531	CG30288
246532	CG30289
246533	Ppcdc
246534	CG30291
246535	Cht12
246538	Sema2b
246539	CG30323
246540	CG30324
246541	CG30325
246543	Vha100-3
246545	CG30334
246548	CG30338
246549	CG30339
246550	CG30340
246551	Tsen15
246552	CG30344
246553	CG30345
246556	CG30350
246560	UQCR-11L
246561	CG30355
246562	CG30356
246563	CG30357
246565	Mal-A6
246566	cola
246567	hubl
246568	spaw
246569	swif
246572	CG30369
246573	CG30373
246575	CG30375
246576	CG30376
246577	CG30378
246578	CG30379
246579	CG30380
246580	PIG-X
246581	GstE9
246582	CG30382
246582	Prosalpha1
246583	CG30383
246584	CG30384
246585	CG30385
246587	CG30392
246588	CG30393
246589	CG30395
246591	CG30398
246593	dany
246595	CG30403
246596	Tango11
246599	Rpi
246600	CG30411
246601	CG30413
246602	roh
246603	CG30416
246604	tbrd-3
246605	CG30423
246606	CG30424
246608	CG30428
246609	CG30429
246610	CG30430
246611	CG30432
246614	Ugt50B3
246616	IFT20
246618	Opbp
246620	Tdc2
246621	CG30447
246624	CG30458
246625	CG43328
246627	Pgant9
246629	CG30466
246630	Ir52c
246631	Ir52b
246633	CG30471
246634	CG30472
246638	ave
246640	CG30480
246644	CG30485
246645	CG30486
246646	CG30487
246647	antr
246648	Cyp12d1-p
246650	Coq9
246651	CG30495
246652	CG30496
246653	CG46385
246656	CG30503
246659	CheA29a
246663	Prx2540-1
246666	Obp51a
246667	Obp56i
246668	Obp56f
246669	Obp57b
246670	Obp57a
246671	Obp57d
246672	Obp22a
246682	CG17724
248102	Gos28
248194	Gclm
249072	Liprin-alpha
249170	CG32236
249663	hoe1
250710	Proc
250735	fdl
250736	bwa
250811	bru2
251270	CG33191
251324	CG30270
251414	zpg
251430	pen-2
251466	RpL41
251610	CG31142
251645	CG32276
251690	CG32147
251711	CG31517
251900	GlcAT-I
251916	CG32235
251924	CG32148
251937	CG31468
251984	Jheh1
252479	DIP2
252554	sav
252671	X11L
260645	NimB2
260658	CG31819
260659	CG31817
26067037	CG33939
26067038	CG33946
26067039	CG33947
26067040	CG43844
26067041	Mst77Y-4
26067042	CG45764
26067042	CG45766
26067043	CG45765
26067043	CG45770
26067044	CG45764
26067044	CG45766
26067045	Mst77Y-13
26067046	Mst77Y-7
26067047	Mst77Y-9
26067048	CG45765
26067048	CG45770
26067049	DIP-lambda
26067050	lovit
26067051	Pzl
26067052	Myo81F
26067053	kl-3
26067054	kl-5
26067055	PRY
26067056	WDY
26067057	CCY
26067058	pre-mod(mdg4)-G
26067059	pre-mod(mdg4)-H
26067060	pre-mod(mdg4)-AA
26067061	pre-mod(mdg4)-O
26067062	pre-mod(mdg4)-N
26067063	CG46025
26067064	CG46026
26067065	CG46059
26067066	Tmc
26067067	PRAS40
26067068	Fatp1
26067069	CG46191
26067070	CG46192
26067071	CG46193
26067072	CG46244
26067073	CG46270
26067074	Sdic3
26067074	SdicA
26067074	SdicB
26067075	Sdic3
26067075	SdicA
26067075	SdicB
26067076	SdicC
26067077	CG46280
26067078	CG46281
26067079	solo
26067080	vas
26067361	CG46042
260693	Or19b
261329	CG8176
261599	mthl12
261603	CG32445
261607	Coq4
261610	Pgant4
261613	CG31908
261614	CG31867
261615	CG31806
261616	CG31778
261617	CG31777
261618	CG31740
261620	CG31709
261621	CG31706
261623	CG31683
261626	CG31495
261628	CG31469
261629	Unc-115a
261631	Rpb7
261634	CG31051
261663	CG32335
2768659	CG33293
2768661	Fer1
2768664	CG33325
2768665	CG17207
2768666	Sp212
2768668	CG33331
2768669	CG33332
2768670	dpr9
2768671	Pxd
2768672	CG33333
2768673	att-ORFB
2768674	Fancd2
2768677	p53
2768678	CG33337
2768679	p38c
2768680	Myo95E
2768681	CG33339
2768682	CG33340
2768683	CG33341
2768684	CG33342
2768685	mld
2768686	CG33494
2768687	LpR1
2768688	CCAP-R
2768690	CG33346
2768691	Dup99B
2768693	CG33483
2768714	Ir41a
2768715	CheB42c
2768716	mim
2768717	CheB42b
2768718	qvr
2768719	luna
2768720	Cyp12d1-d
2768721	CheB42a
2768722	ppk25
2768724	CG33475
2768725	CG33474
2768726	CG33477
2768727	CG33476
2768728	Or46a
2768730	CG12158
2768732	CG33228
2768831	CG33470
2768831	IMPPP
2768832	CG33469
2768833	CG33468
2768834	CG33467
2768836	Fs
2768840	CG33461
2768841	CG33462
2768844	CG33463
2768846	CG33458
2768847	CG33459
2768848	mute
2768850	CG33454
2768851	CG33453
2768852	par-1
2768853	mei-W68
2768858	dpr1
2768859	CG33226
2768860	CG33225
2768865	dpr7
2768867	CG33223
2768869	CG34330
2768870	AlkB
2768871	CG33235
2768872	Ste12DOR
2768872	Ste:CG33237
2768873	Ste:CG33236
2768873	Ste:CG33240
2768873	Ste:CG33244
2768873	Ste:CG33245
2768875	CG32500
2768875	CG32857
2768875	CG33502
2768877	CG5541
2768879	CG32500
2768879	CG32857
2768879	CG33502
2768881	CG9132
2768882	Rai1
2768883	Sdic2
2768886	Sdic4
2768889	CG33253
2768892	CG42271
2768895	CG34332
2768896	Ste:CG33236
2768896	Ste:CG33240
2768896	Ste:CG33244
2768896	Ste:CG33245
2768897	Ste:CG33243
2768898	Ste:CG33242
2768899	Ste:CG33239
2768899	Ste:CG33241
2768900	Ste:CG33236
2768900	Ste:CG33240
2768900	Ste:CG33244
2768900	Ste:CG33245
2768901	Ste:CG33239
2768901	Ste:CG33241
2768902	Ste:CG33238
2768903	CG33252
2768904	Ste:CG33247
2768905	Ste:CG33246
2768906	Ste:CG33236
2768906	Ste:CG33240
2768906	Ste:CG33244
2768906	Ste:CG33245
2768908	CG3857
2768909	CG15744
2768910	CG33310
2768911	CG13970
2768912	CG33299
2768914	CG33307
2768915	CG33306
2768916	CG33303
2768917	CG33301
2768918	Cpr31A
2768920	squ
2768923	CG18636
2768924	CG18420
2768925	CG33308
2768926	CG33309
2768929	CG33298
2768931	Muc30E
2768932	CG33322
2768933	CheB38b
2768934	CheB38a
2768938	CG33281
2768939	CG33282
2768940	Pp2A-29B
2768941	CG33296
2768944	rho-5
2768945	CG42458
2768946	CG33278
2768948	Pura
2768949	Urm1
2768950	CG33259
2768951	CG33217
2768952	CG33263
2768954	CG12355
2768955	Obp73a
2768957	CG33500
2768958	CG33272
2768960	CG33257
2768961	CG7369
2768962	CG6244
2768963	CG13064
2768964	Or69a
2768965	AsnS
2768967	CG13028
2768968	CG33288
2768969	CG33267
2768970	CG33490
2768971	CG33489
2768972	CG33271
2768973	Rpn12R
2768974	ind
2768975	CG33262
2768976	CG32318
2768977	Tsen34
2768978	CG7377
2768979	CG33268
2768980	Muc68Ca
2768981	Trl
2768982	CG33270
2768983	CG33269
2768984	CG33286
2768986	CG33287
2768987	ppk5
2768988	CG33285
2768989	CG33284
2768990	Muc68E
2768992	Ilp5
2768993	CG33290
2768994	CG33493
2768995	CG43980
2768996	CG33229
2768997	CG12038
2768998	CG33230
2768999	CG42676
2769001	zormin
2769005	CG33233
2769006	CG33234
2769007	Rdh
2769008	Dscam4
30522392	CG40439
30522392	CG46302
30522393	CG46303
30522394	CG46305
30522395	CG46306
30522396	CG46307
30522397	CG46308
30522398	CG46309
30522399	CG46310
30522400	CG46311
30522401	CG46312
30522402	CG46313
30522403	CG46314
30522404	CG46315
30522405	CG46316
30522406	CG46317
30522407	CG46318
30522408	CG46319
30522409	CG46320
30522410	CG46321
30970	CG3038
30971	G9a
30972	CG13377
30973	cin
30975	ewg
30976	CG13375
30977	CG12470
30978	Or1a
30979	CG3777
30980	y
30981	ac
30982	sc
30983	l(1)sc
30984	Pgcl
30985	ase
30986	Cyp4g1
30988	CG13373
30990	CG3176
30991	CG18273
30994	CG3156
30995	CG17896
30996	CG17778
30998	svr
31000	elav
31001	CG4293
31002	Appl
31003	vnd
31004	CG13366
31005	CG13365
31006	Vsp37A
31007	CG13369
31009	RpL36
31010	Mybbp1A
31011	Dredd
31012	su(sable)
31013	CG13367
31014	Roc1a
31015	Hmt4-20
31016	SkpA
31017	sdk
31018	CG13362
31019	CG13361
31020	CG5254
31021	CG5273
31022	RpL22
31023	fz3
31024	tw
31025	CG13360
31026	CG16989
31027	Rbf
31028	CG13359
31029	CG13358
31030	Sec22
31031	CG43867
31032	CG14635
31033	CG11664
31036	CG11663
31037	Lztr1
31038	MED22
31039	CG3708
31042	TRAM
31043	CG3704
31044	mus81
31045	CG3703
31046	CG3699
31047	CG3690
31048	TfIIA-S-2
31049	CG14631
31050	CG11638
31052	Cdc45
31054	su(w[a])
31055	CG14629
31056	CG3655
31057	CG14628
31059	eIF4E7
31060	CG11378
31061	CG11384
31062	CG11379
31063	CG14627
31064	CG14626
31065	CG11380
31066	CG14625
31067	CG11381
31068	CG14624
31069	CG11382
31070	CG11398
31071	CG3638
31072	CG11403
31074	CG32812
31075	DAAM
31078	CG11409
31079	Naa30A
31080	Tsp2A
31081	MTPAP
31082	CG12773
31083	CG11417
31084	png
31085	CG14770
31086	ssx
31089	CG32813
31090	Rilpl
31093	Gr2a
31094	CG14785
31095	Lrpprc2
31096	CG14787
31097	Ns3
31098	O-fut2
31099	CG14777
31100	CG14778
31101	pck
31102	CG14780
31103	Rab27
31104	mei-38
31105	rush
31106	sta
31107	Nmdar2
31109	CG14795
31110	inc
31111	Mur2B
31118	dor
31119	CG3740
31120	hfw
31121	CG32809
31123	CG14797
31124	b6
31127	a6
31128	CG3795
31129	Scgdelta
31130	Adar
31131	CG14810
31132	CG14811
31136	prage
31137	CG14812
31139	CG14814
31140	MED18
31141	Pex5
31142	CG14803
31143	Pgam5
31144	Vps26
31145	CG14817
31146	CG14805
31147	CG14818
31148	Coa8
31149	trr
31150	mRpL16
31151	arm
31152	CG32801
31153	mip130
31154	Edem1
31155	Rbcn-3B
31156	eIF2Bepsilon
31157	Ocrl
31158	CG11596
31160	CG3587
31162	Hr4
31163	PIG-K
31165	usp
31166	Actn
31167	CG4325
31168	moody
31169	CG4313
31170	Sik2
31171	CG4281
31172	CG14054
31173	CG4194
31174	CG4199
31175	Rtca
31176	CG4045
31177	CG4025
31178	CG16903
31179	Unc-76
31181	ph-p
31184	D2hgdh
31185	Pgd
31186	bcn92
31187	wapl
31188	Cyp4d1
31189	CG3630
31190	ND-B14.5A
31192	Cyp4d2
31193	Cyp4ae1
31194	pn
31195	Nmd3
31196	CG3457
31197	CG14053
31198	Mct1
31200	SmydA-8
31201	Vinc
31203	CG14052
31204	pcx
31205	kz
31207	Or2a
31208	crn
31209	CG3191
31210	CG3091
31211	CG3078
31212	temp
31213	CG3071
31214	CG2924
31215	CG2918
31217	CG2865
31218	CG14050
31219	CG2854
31220	Ilp6
31221	Raf
31222	mRpL14
31224	PsGEF
31226	CG12496
31227	gt
31228	tko
31229	boi
31230	z
31234	Pdfr
31235	Vha36-3
31236	AANATL7
31237	CG13760
31239	egh
31240	Klp3A
31243	eIF3g1
31244	Tsp3A
31245	Seipin
31246	brv3
31247	Pi4KIIIalpha
31248	sgg
31249	HLH3B
31250	CG2652
31251	per
31252	dyw
31253	Spg7
31254	CG2662
31255	Ugalt
31256	eIF2Bbeta
31257	CG2680
31258	CG2681
31259	CG2685
31260	CG2694
31261	CG2701
31262	fs(1)Yb
31263	fs(1)Ya
31264	vilya
31265	dwg
31266	ttm50
31267	CG2712
31268	crm
31269	Syx4
31270	CG32795
31271	w
31272	CG12498
31273	CG14416
31274	CG14417
31275	CG14418
31276	CG14419
31277	CG3526
31278	CG3588
31279	CG14424
31280	CG32793
31282	CG3592
31283	CG3598
31284	CG14420
31285	CG14421
31286	CG14422
31287	CG14423
31288	CG17959
31289	CG3603
31290	rst
31291	CG4116
31292	kirre
31293	N
31294	Fcp3C
31295	CG3939
31297	CG14265
31298	ng2
31299	ng3
31300	ng1
31301	ng4
31303	Pig1
31304	Sgs4
31308	CG10793
31309	dnc
31310	Myc
31311	CG12535
31312	CG14269
31313	CG16782
31314	CG10801
31315	CG16781
31316	CG12206
31317	CG10804
31318	CG10802
31319	CG14270
31320	CG10803
31321	Gas8
31322	DIP-alpha
31323	CG13021
31326	CG2875
31328	Ilp7
31329	Parg
31331	Mnt
31332	Rala
31335	HIP
31335	HIP-R
31336	fd3F
31338	CG2901
31339	ec
31340	yin
31341	CG2930
31342	VhaAC39-1
31343	CG15239
31344	CG42541
31347	CG2938
31348	Glos
31349	Vap33
31350	lva
31351	CG6428
31352	CG6414
31353	CG43689
31355	CG6379
31356	CG15375
31357	Xpac
31358	brn
31359	cib
31361	dgt4
31362	Tip60
31363	tyf
31364	Fas2
31365	CG15571
31366	CG15570
31367	Femcoat
31368	Muc4B
31369	CG15576
31370	CG12691
31371	CG15572
31372	CG12692
31373	mei-9
31374	NO66
31375	CG12693
31376	norpA
31377	CG3626
31378	CG12688
31379	bi
31380	CG3556
31381	rb
31382	CHOp24
31383	CG3568
31384	Usf
31385	CG15912
31386	CG11436
31387	CG3527
31388	CG11444
31389	CG3546
31390	CG12684
31391	peb
31392	CG12184
31393	CG12179
31394	pon
31395	CG3081
31396	CG3062
31397	HLH4C
31398	mRpL30
31399	Torsin
31401	CG15473
31402	CG3009
31404	Pp2C1
31405	ctp
31406	Pdha
31407	CG7024
31408	Proc-R
31409	CG15472
31410	Klf15
31411	CG2871
31412	CG15471
31413	CG6978
31414	CG2861
31415	CG12682
31416	boil
31419	CG6927
31420	CG32772
31422	CG4041
31423	CG6903
31424	CG44774
31425	Ptp4E
31426	CG15468
31427	CG12680
31429	ovo
31430	CG32767
31433	Rpn13R
31434	CG15465
31435	CG5062
31438	CG42749
31439	CG3323
31440	CG17764
31441	Cdk7
31442	snf
31443	TrxT
31444	dhd
31445	CG4198
31446	CG15930
31447	Sas10
31448	Rnp4F
31449	Mcm3
31450	CG3309
31451	XRCC1
31456	SK
31457	NAAT1
31458	Usp16-45
31459	spoon
31460	CG16756
31461	CG15784
31463	SPR
31464	frma
31465	CG4151
31466	CG12730
31469	Vsx2
31470	Vsx1
31471	CG34435
31472	CG34434
31473	RhoGAP5A
31474	Mlc-c
31475	Pop1
31480	Sirt4
31481	CG4119
31483	RpL35
31486	CG42449
31487	PGAP1
31489	CG3149
31490	AdamTS-B
31491	CG33080
31493	Snx27
31494	CG15773
31496	IntS6
31497	CG4078
31498	CG15772
31499	lin-52
31500	CG15771
31503	CG3097
31504	CG42264
31506	CG3108
31507	CG42699
31508	CG15767
31509	CG12239
31510	Cpr5C
31511	Prosbeta2R1
31512	AgmNAT
31513	CG15765
31515	CG12729
31516	CG15764
31517	GAA1
