	Hs	Mm	Rn	Xl	Dm	Ce	Sc
37256	1	1	1	1	0	0	0
37257	1	1	1	0	0	0	0
37258	2	1	1	1	1	0	1
37259	1	1	1	1	1	3	1
37263	1	1	1	1	1	0	0
37264	1	1	1	1	1	1	1
37268	1	1	1	1	0	0	0
37271	1	1	1	1	1	1	0
37273	1	1	1	1	0	1	0
37276	1	1	1	1	1	1	0
37277	1	1	1	1	0	7	1
37279	1	1	1	1	0	1	0
37280	1	1	1	1	0	1	0
37281	1	1	1	1	0	0	0
37286	1	1	1	0	0	0	1
37288	1	1	1	1	0	0	0
37289	1	1	1	1	2	0	0
37292	1	1	1	1	0	3	0
37293	1	1	1	1	1	1	0
37294	1	1	1	1	1	0	0
37295	1	1	1	0	0	0	0
37296	1	1	1	1	1	0	0
37297	1	1	1	1	0	0	0
37298	1	1	1	1	1	1	0
37302	1	1	1	1	0	1	0
37303	1	1	1	1	0	0	0
37304	1	1	1	2	0	0	0
37306	1	1	1	1	0	1	0
37309	1	1	1	1	0	2	0
37310	1	1	1	1	0	0	0
37311	1	1	1	1	0	0	0
37314	1	1	1	1	1	0	0
37322	1	1	1	1	1	1	0
37323	1	1	1	1	0	0	0
37325	1	1	1	1	0	0	0
37327	1	1	1	1	1	0	0
37329	1	1	1	0	0	0	0
37333	1	1	1	0	0	0	0
37336	1	0	1	0	0	0	0
37337	1	1	1	1	0	2	0
37338	3	0	0	0	0	0	0
37340	1	1	1	1	0	0	0
37347	1	1	1	1	0	0	0
37349	1	1	1	1	0	0	0
37351	1	1	1	1	0	0	0
37353	1	1	1	1	2	2	0
37354	1	1	1	1	0	0	0
37355	1	1	1	0	0	0	0
37356	0	1	1	0	0	0	0
37357	1	1	1	0	0	0	0
37358	2	1	1	0	0	0	0
37360	1	1	1	1	0	0	0
37361	1	1	1	1	0	0	0
37364	1	1	1	1	0	0	0
37367	1	1	1	0	1	0	0
37368	1	1	1	1	0	0	0
37369	1	1	1	1	0	1	0
37370	1	1	1	1	0	0	0
37371	1	1	1	0	0	3	0
37374	1	1	1	1	0	0	0
37376	1	1	1	1	1	2	2
37378	1	1	1	0	1	1	1
37396	1	1	1	1	1	1	0
37399	1	1	1	0	0	0	0
37400	1	1	1	0	0	0	0
37401	1	1	1	1	0	0	0
37404	1	1	1	0	0	0	0
37408	1	1	1	1	0	0	1
37409	1	1	1	1	0	0	0
37416	1	1	2	1	1	0	0
37417	1	1	1	1	1	1	1
37420	1	1	2	1	1	1	2
37423	1	1	1	1	1	1	0
37424	1	1	1	0	0	0	0
37426	1	1	1	1	0	0	0
37427	1	1	1	1	1	1	0
37434	1	1	1	1	1	1	0
37436	1	1	1	1	0	0	0
37437	1	1	1	1	1	1	0
37440	0	0	0	0	0	8	0
37443	1	1	1	1	1	0	0
37447	1	1	1	1	0	0	0
37448	0	0	0	0	0	0	2
37450	1	1	1	1	0	0	0
37453	1	1	1	1	2	0	0
37455	1	1	1	1	0	0	0
37457	1	1	1	1	1	1	1
37459	1	1	1	1	1	0	1
37462	1	1	1	1	1	1	0
37464	1	1	1	1	1	2	0
37465	1	1	1	1	0	2	0
37468	0	0	0	0	0	0	1
37471	1	1	1	1	0	0	0
37477	1	1	1	1	0	0	0
37478	1	1	1	1	0	1	0
37480	1	1	1	1	0	0	0
37481	1	1	1	1	0	0	0
37482	1	1	1	1	0	0	0
37483	1	1	1	1	1	1	1
37486	1	1	1	1	0	0	0
37487	1	1	1	1	1	1	1
37488	1	1	1	1	0	0	0
37490	1	1	1	1	0	0	0
37491	1	1	1	1	0	0	0
37492	1	1	1	0	0	0	0
37493	1	1	0	1	0	0	0
37494	1	1	1	1	0	0	0
37496	1	1	1	1	0	0	0
37497	1	1	2	1	0	0	0
37498	1	1	1	1	0	0	0
37507	1	1	1	1	1	0	0
37509	1	1	1	1	1	0	0
37510	1	1	1	1	0	0	0
37514	1	1	1	1	1	1	1
37518	1	1	1	1	0	0	0
37519	1	1	1	0	0	0	0
37520	1	1	1	1	0	0	0
37521	1	1	1	1	0	0	0
37523	1	1	1	1	0	0	0
37524	1	1	3	3	0	0	0
37525	1	1	1	1	1	0	0
37526	1	1	1	1	1	1	0
37529	1	1	1	2	0	0	0
37530	1	1	1	1	0	0	0
37532	1	1	1	1	0	0	0
37533	1	1	1	1	1	0	0
37535	1	1	1	1	0	0	0
37536	1	1	1	1	0	0	0
37537	1	1	1	1	1	0	0
37538	1	0	1	1	0	0	0
37541	1	1	1	0	2	7	0
37549	1	1	1	0	0	0	0
37550	1	1	1	1	1	0	0
37551	1	1	1	1	0	0	0
37552	1	1	1	1	0	1	0
37553	1	1	1	1	1	0	0
37554	1	1	1	1	0	0	0
37558	1	1	1	1	0	0	0
37559	1	1	1	1	0	0	0
37560	1	1	1	1	0	0	0
37561	1	1	1	1	0	0	0
37562	1	1	3	1	1	1	0
37563	1	1	1	1	0	1	0
37566	1	1	1	1	0	1	0
37567	1	1	1	1	1	1	1
37570	1	1	1	1	0	0	0
37573	1	1	1	1	1	1	0
37582	1	1	0	0	1	1	0
37583	1	1	2	1	0	0	0
37584	1	1	1	1	0	0	0
37585	1	1	1	1	0	0	0
37586	1	1	1	1	1	0	0
37590	1	1	1	1	0	1	1
37591	1	1	1	0	0	0	0
37592	1	1	1	1	0	0	0
37593	1	1	1	1	0	0	0
37595	1	1	1	0	0	0	0
37603	1	0	1	0	0	0	0
37604	1	1	1	1	0	0	0
37608	1	1	1	1	0	0	0
37612	1	1	1	1	1	0	0
37614	1	1	1	1	0	0	0
37615	1	1	1	1	0	0	0
37618	1	1	1	0	0	0	0
37619	1	1	1	0	0	0	0
37620	1	1	1	1	0	0	0
37622	1	1	1	1	0	0	0
37623	1	1	1	0	1	1	0
37628	1	1	1	1	1	0	0
37629	1	1	1	1	0	0	0
37630	1	1	1	1	0	0	0
37631	1	1	1	0	0	0	0
37634	1	1	1	0	0	0	0
37636	1	1	1	1	1	0	0
37637	1	1	1	1	1	0	0
37638	1	1	1	1	0	2	0
37640	1	1	1	1	1	1	0
37642	1	1	1	1	0	0	1
37643	1	1	1	1	1	1	0
37644	1	1	1	1	0	0	0
37645	1	1	1	1	1	0	0
37646	0	0	0	0	0	0	1
37647	1	1	1	1	1	0	0
37649	1	1	1	1	1	4	0
37650	1	1	1	1	1	2	1
37652	2	0	0	0	0	0	0
37653	1	1	1	1	0	0	0
37656	1	1	1	0	0	0	0
37658	1	1	1	1	0	0	0
37659	1	1	1	1	1	1	0
37660	1	1	1	1	1	1	0
37661	1	1	1	0	1	1	0
37664	1	1	1	1	1	0	0
37665	1	1	1	1	0	1	0
37666	1	1	1	1	0	0	0
37667	1	1	1	1	1	1	0
37670	1	1	1	1	1	1	1
37680	1	1	1	1	1	0	0
37686	1	1	1	0	1	1	1
37690	1	1	1	1	1	3	0
37691	1	1	1	1	0	0	0
37693	1	1	1	1	0	0	0
37694	1	1	1	1	0	0	0
37695	1	1	1	1	1	1	0
37697	1	1	1	1	0	0	0
37702	1	1	2	1	1	0	0
37704	1	1	1	1	1	1	1
37706	1	1	1	1	0	0	0
37707	1	1	1	0	0	0	0
37709	1	1	1	1	0	0	0
37710	1	1	1	1	0	0	0
37711	1	1	1	1	0	0	0
37712	1	1	1	1	1	0	1
37713	1	1	1	1	1	0	2
37714	1	1	1	1	1	1	1
37715	1	1	2	1	1	0	1
37716	1	1	1	1	0	0	0
37717	1	1	1	1	1	1	0
37718	1	1	1	1	0	0	0
37719	1	1	1	1	0	1	0
37721	1	1	1	0	0	0	0
37722	1	1	1	1	0	0	0
37723	1	1	1	1	1	1	0
37727	1	1	1	1	0	1	0
37728	1	1	1	1	0	1	0
37729	0	1	1	1	1	1	1
37730	1	0	1	1	1	1	0
37733	1	1	1	1	0	0	0
37735	1	1	1	1	1	0	0
37736	1	1	1	1	0	0	0
37737	1	1	1	1	0	0	0
37738	1	1	1	1	0	0	0
37741	1	5	3	1	0	0	0
37742	1	1	1	0	0	0	0
37744	1	1	1	1	1	1	0
37746	1	1	1	1	0	0	0
37747	1	1	1	1	0	0	0
37748	1	1	1	0	0	0	0
37749	1	1	1	1	0	1	0
37750	1	1	1	1	1	1	0
37751	1	1	1	1	1	0	0
37752	1	1	1	1	0	0	0
37753	1	1	1	1	1	0	0
37756	1	1	1	0	0	0	0
37757	1	1	1	0	0	0	0
37759	1	1	1	2	0	1	0
37763	1	1	1	1	1	3	0
37764	1	1	1	1	1	0	0
37765	1	1	1	1	1	1	1
37766	1	1	1	1	0	0	0
37767	1	1	1	1	0	0	0
37786	1	0	0	0	0	0	0
37788	1	1	1	1	0	1	0
37792	1	1	1	1	1	1	0
37822	1	1	1	1	0	0	0
37823	1	1	2	1	1	0	0
37824	1	1	1	1	0	0	0
37826	1	1	1	0	0	2	0
37827	1	1	1	1	1	0	0
37830	1	1	1	1	0	0	0
37831	1	1	1	1	1	1	0
37832	1	1	1	1	0	0	0
37833	1	1	1	1	0	0	0
37836	1	1	1	1	1	0	0
37838	1	1	1	1	1	0	0
37839	1	1	1	1	1	1	1
37841	1	1	1	0	0	0	0
37842	1	1	0	0	0	0	0
37845	1	2	1	1	1	0	0
37846	1	1	1	1	0	0	0
37847	1	1	1	1	0	0	0
37848	1	1	1	1	0	0	0
37851	1	1	1	1	1	1	0
37852	1	1	1	1	1	0	1
37854	1	1	1	1	0	0	0
37855	1	1	1	0	1	0	0
37856	1	1	1	1	0	0	0
37857	1	1	1	1	0	0	0
37858	1	1	1	0	1	0	0
37867	1	1	1	1	0	0	0
37868	1	1	1	1	0	0	0
37871	1	0	0	0	0	0	0
37872	1	1	1	1	0	0	0
37873	1	1	1	1	0	0	0
37874	1	1	1	1	0	0	0
37875	1	1	1	1	1	1	0
37878	1	1	1	1	0	0	0
37880	1	1	1	1	1	0	0
37882	1	1	1	1	1	0	0
37883	1	1	1	1	1	2	0
37884	1	1	1	1	1	1	0
37886	1	1	1	1	0	1	0
37888	1	1	1	0	0	0	0
37889	1	1	1	1	0	0	2
37894	1	1	1	1	0	0	0
37895	1	1	1	1	0	0	0
37897	1	1	1	1	1	1	0
37898	1	1	0	1	0	0	0
37900	1	1	1	1	0	0	0
37901	1	1	1	1	1	0	0
37902	1	1	1	0	0	0	0
37903	1	1	1	1	1	1	1
37905	1	1	1	1	1	1	0
37906	1	1	1	1	1	1	1
37907	1	1	1	1	1	1	0
37910	1	1	1	1	0	0	0
37911	1	1	1	1	1	1	0
37912	1	1	1	1	0	0	0
37914	1	1	1	1	0	0	0
37917	1	1	1	1	0	0	0
37921	0	1	1	1	5	1	0
37922	1	1	1	0	0	0	0
37923	1	1	1	1	0	0	0
37924	1	1	1	1	0	0	0
37925	1	1	1	0	0	0	0
37926	1	1	1	1	1	0	0
37927	1	1	1	1	0	0	0
37928	1	1	1	1	0	0	0
37929	1	1	1	1	0	0	0
37931	1	1	1	1	0	0	0
37932	1	1	1	1	1	1	0
37933	1	1	0	1	0	0	0
37935	1	2	2	1	1	1	0
37936	1	1	1	1	1	0	0
37940	1	1	1	1	1	0	0
37941	1	1	1	1	1	1	2
37942	1	1	1	1	1	1	0
37943	1	1	1	2	0	0	0
37944	1	1	1	1	0	1	0
37945	1	1	1	1	0	0	0
37946	1	0	1	1	0	2	0
37952	1	1	1	1	0	0	0
37953	1	1	1	1	1	0	0
37954	1	1	1	1	1	1	0
37955	1	1	1	1	0	0	0
37956	1	1	1	1	0	0	0
37957	1	1	1	0	0	0	0
37958	1	1	1	1	0	0	0
37959	1	1	1	1	0	1	0
37961	1	1	1	1	0	0	0
37963	1	1	1	2	1	2	0
37964	1	1	1	1	1	0	0
37968	1	1	1	1	1	1	0
37969	1	1	1	1	1	1	0
37971	1	1	1	0	3	5	0
37972	1	1	1	1	0	0	0
37973	1	1	1	1	1	0	0
37974	1	1	1	1	0	0	0
37975	1	1	1	1	1	1	0
37976	1	1	1	1	0	1	1
37977	1	1	1	1	1	1	1
37978	1	2	1	1	0	1	0
37980	1	1	2	1	1	0	0
37982	1	1	1	1	0	0	0
37984	1	1	1	1	0	0	0
37985	1	1	1	1	1	0	1
37987	1	1	1	1	0	0	0
37988	1	1	1	1	0	0	0
37989	1	1	1	0	0	0	0
37990	1	1	1	1	1	1	0
37994	1	1	1	1	0	0	0
37995	1	1	1	1	0	0	0
37996	1	1	1	1	1	0	0
37998	1	1	1	0	0	0	0
37999	1	1	1	1	1	0	0
38006	1	1	1	1	1	2	1
38007	1	1	1	1	0	0	0
38008	1	1	1	0	0	0	0
38009	1	1	1	1	0	1	0
38012	1	1	0	1	1	1	0
38017	1	1	1	0	0	0	0
38020	1	1	1	0	0	0	0
38021	1	1	2	1	0	0	0
38024	1	1	1	1	0	0	0
38026	1	1	1	1	0	0	0
38034	1	1	1	0	0	0	0
38035	1	1	1	1	1	1	0
38041	1	0	0	0	0	0	0
38043	1	1	1	1	1	0	0
38046	1	1	1	1	0	2	1
38049	1	1	1	1	0	1	0
38052	1	1	1	1	0	0	0
38053	1	1	1	1	0	0	0
38054	1	1	1	1	0	0	0
38055	1	1	1	1	0	0	0
38057	1	1	1	1	1	0	0
38058	1	1	1	1	0	1	0
38061	1	1	1	1	1	2	1
38062	1	1	1	1	1	1	0
38066	1	1	1	0	0	0	0
38067	1	1	1	1	0	0	0
38070	1	0	0	0	0	0	0
38075	1	1	1	1	0	1	0
38077	1	1	1	1	0	0	0
38080	1	1	1	1	0	0	0
38082	1	1	1	1	0	0	0
38083	1	1	3	1	1	1	0
38085	0	1	1	0	1	1	0
38087	1	1	1	1	0	0	0
38089	1	1	1	1	0	0	0
38092	1	1	1	1	1	0	0
38093	1	1	1	1	0	0	0
38094	1	1	1	1	1	0	0
38095	1	1	1	1	1	1	0
38096	1	1	1	1	0	0	0
38097	1	1	1	1	1	0	0
38098	1	1	1	1	0	0	0
38099	0	1	0	1	1	0	0
38100	1	1	1	1	0	0	0
38105	0	1	1	1	0	0	0
38106	1	1	1	1	0	0	0
38108	1	1	1	2	1	0	0
38111	1	1	1	0	0	0	0
38112	1	1	1	1	1	4	2
38114	1	1	1	1	0	0	0
38116	1	1	1	1	0	0	0
38119	0	1	1	1	0	0	0
38120	1	1	1	1	0	0	0
38122	1	1	1	1	1	1	0
38123	1	1	0	1	0	0	0
38129	1	1	1	0	0	0	0
38131	1	1	1	1	0	0	0
38137	1	1	1	0	0	0	0
38139	1	0	1	1	0	0	0
38141	1	1	1	1	0	0	0
38142	1	1	0	1	1	1	0
38143	1	1	1	1	0	1	0
38145	1	1	1	1	0	1	0
38146	1	1	1	0	0	0	0
38148	1	1	1	1	1	0	0
38149	1	1	1	1	1	0	1
38150	1	1	1	1	0	0	0
38151	1	1	1	1	0	2	0
38155	1	1	1	1	0	0	0
38157	1	1	2	1	0	0	0
38160	1	1	1	1	1	0	0
38161	1	1	1	1	1	0	0
38164	1	1	0	1	2	0	0
38165	1	1	1	0	0	0	0
38166	1	1	1	1	0	0	0
38168	1	1	1	0	0	0	0
38169	1	1	1	1	0	0	0
38170	1	1	1	1	0	0	0
38171	1	1	1	1	1	0	0
38172	1	1	1	1	1	1	0
38176	1	1	1	1	1	2	1
38178	1	1	1	1	0	0	0
38180	1	1	1	1	1	0	1
38181	1	1	1	0	0	1	0
38182	1	1	1	1	1	0	0
38183	1	1	1	1	0	0	0
38184	1	1	1	1	0	0	0
38185	1	1	1	1	1	1	0
38186	1	1	1	1	0	0	0
38187	1	1	1	1	0	0	0
38189	1	1	1	1	0	1	0
38194	1	1	1	1	0	0	0
38195	1	1	1	1	1	1	1
38197	1	1	1	1	0	0	0
38199	1	1	1	1	0	0	0
38200	1	1	1	1	0	0	0
38201	1	1	0	1	0	0	0
38202	1	1	1	1	0	0	0
38203	1	1	1	1	0	0	0
38206	1	1	1	1	0	1	0
38208	1	1	1	1	2	0	0
38212	1	1	1	1	0	0	0
38213	1	1	1	0	0	0	0
38216	1	1	1	1	1	1	0
38217	1	1	1	1	0	0	0
38218	1	1	1	1	0	0	0
38227	1	1	1	1	1	1	0
38229	1	1	1	1	1	0	0
38230	1	1	1	1	0	0	0
38231	1	1	1	0	1	0	0
38233	1	1	1	1	1	1	0
38234	1	1	1	1	1	2	0
38235	1	1	1	1	0	0	0
38236	1	1	1	1	1	0	1
38238	1	1	1	1	0	0	0
38239	1	1	2	1	1	0	0
38240	1	1	1	1	1	1	0
38241	0	0	0	0	1	0	0
38244	1	1	1	1	1	1	0
38250	1	1	1	1	1	1	0
38251	1	1	1	1	1	0	0
38253	1	1	1	1	0	0	0
38254	1	1	1	1	1	1	0
38258	1	1	1	1	1	1	0
38259	1	1	1	1	0	0	0
38260	1	1	1	1	0	0	0
38261	1	1	1	1	0	0	0
38262	1	1	1	1	0	0	0
38263	1	1	1	1	0	0	0
38266	1	1	1	1	1	1	0
38268	1	1	1	1	1	1	0
38271	1	1	1	1	1	1	0
38274	1	1	1	0	1	1	0
38276	1	1	1	1	0	0	0
38284	1	1	1	1	0	0	0
38286	1	1	1	0	0	0	0
38287	1	1	1	1	1	0	0
38288	1	1	1	1	0	0	0
38289	1	1	1	1	1	2	1
38290	1	1	1	1	0	0	0
38291	1	1	0	1	0	1	1
38294	1	1	1	1	1	0	0
38295	1	1	1	1	2	2	0
38296	1	1	1	1	1	1	0
38298	1	1	1	1	0	0	0
38299	1	1	1	1	1	6	0
38300	0	0	0	0	0	0	1
38304	0	0	0	0	0	0	1
38305	0	0	0	0	0	0	1
38311	0	0	0	0	0	0	1
38313	0	0	0	0	0	0	1
38314	0	0	0	0	0	0	1
38316	0	0	0	0	0	0	1
38317	0	0	0	0	0	0	1
38323	0	0	0	0	0	0	1
38324	0	0	0	0	0	0	1
38325	0	0	0	0	0	0	1
38328	0	0	0	0	0	0	1
38329	0	0	0	0	0	0	1
38332	0	0	0	0	0	0	1
38333	0	0	0	0	0	0	1
38338	0	0	0	0	0	0	19
38341	1	1	1	0	1	1	0
38342	0	0	0	0	0	0	1
38345	0	0	0	0	0	0	1
38346	0	0	0	0	0	0	1
38347	1	1	1	2	1	1	1
38348	0	0	0	0	0	0	1
38349	0	0	0	0	0	0	1
38351	0	0	0	0	0	0	1
38353	0	0	0	0	0	0	1
38354	0	0	0	0	0	0	1
38356	0	0	0	0	0	0	1
38361	0	0	0	0	0	0	1
38363	0	0	0	0	0	0	1
38365	0	0	0	0	0	0	1
38366	0	0	0	0	0	0	1
38369	0	0	0	0	0	0	1
38371	0	0	0	0	0	0	1
38373	1	1	1	1	1	1	1
38380	0	0	0	0	0	0	1
38384	0	0	0	0	0	0	1
38385	1	1	1	1	0	0	0
38386	0	0	0	0	0	0	1
38387	1	1	1	1	0	0	0
38389	0	0	0	0	0	0	1
38392	0	0	0	0	0	0	1
38394	0	0	0	0	0	0	1
38396	0	0	0	0	0	0	1
38397	0	0	0	0	0	0	1
38402	0	0	0	0	0	0	1
38403	0	0	0	0	0	0	1
38405	0	0	0	0	0	0	1
38406	0	0	0	0	0	0	1
38408	0	0	0	0	0	0	2
38409	0	0	0	0	0	0	1
38410	0	0	0	0	0	0	1
38411	0	0	0	0	0	0	1
38416	0	0	0	0	0	0	1
38418	0	0	0	0	0	0	1
38419	0	0	0	0	0	0	1
38420	0	0	0	0	0	0	1
38421	0	0	0	0	0	0	1
38423	0	0	0	0	0	0	1
38424	0	0	0	0	0	0	1
38425	0	0	0	0	0	0	1
38427	0	0	0	0	0	0	1
38428	0	0	0	0	0	0	1
38436	0	0	0	0	0	0	1
38437	0	0	0	0	0	0	1
38438	0	0	0	0	0	0	1
38442	0	0	0	0	0	0	1
38444	0	0	0	0	0	0	1
38446	0	0	0	0	0	0	1
38447	0	0	0	0	0	0	1
38448	0	0	0	0	0	0	1
38450	0	0	0	0	0	0	1
38456	0	0	0	0	0	0	1
38458	0	0	0	0	0	0	1
38461	0	0	0	0	0	0	2
38462	0	0	0	0	0	0	1
38465	0	0	0	0	0	0	1
38466	0	0	0	0	0	0	1
38467	0	0	0	0	0	0	1
38472	0	0	0	0	0	0	1
38473	0	0	0	0	0	0	1
38474	0	0	0	0	0	0	1
38477	0	0	0	0	0	0	1
38479	0	0	0	0	0	0	1
38480	0	0	0	0	0	0	1
38481	1	1	1	0	1	1	0
38482	0	0	0	0	0	0	1
38483	0	0	0	0	0	0	1
38491	0	0	0	0	0	0	2
38492	0	0	0	0	0	0	3
38493	0	0	0	0	0	0	1
38495	0	0	0	0	0	0	1
38496	0	0	0	0	0	0	2
38497	0	0	0	0	0	0	2
38498	0	0	0	0	0	0	1
38500	0	0	0	0	0	0	1
38501	0	0	0	0	0	0	1
38503	0	0	0	0	0	0	2
38506	0	0	0	0	0	0	1
38507	0	0	0	0	0	0	1
38510	0	0	0	0	0	0	1
38513	0	0	0	0	0	0	1
38514	0	0	0	0	0	0	1
38516	0	0	0	0	0	0	1
38518	0	0	0	0	0	0	1
38521	0	0	0	0	0	0	1
38527	0	0	0	0	0	0	1
38528	0	0	0	0	0	0	2
38531	0	0	0	0	0	0	1
38532	0	0	0	0	0	0	1
38533	0	0	0	0	0	0	1
38537	0	0	0	0	0	0	1
38539	0	0	0	0	0	0	1
38541	0	0	0	0	0	0	1
38542	0	0	0	0	0	0	1
38543	0	0	0	0	0	0	1
38544	0	0	0	0	0	0	1
38549	0	0	0	0	0	0	1
38551	1	1	1	1	0	0	0
38552	0	1	1	0	1	0	0
38554	0	0	0	0	0	0	1
38555	0	0	0	0	0	0	1
38560	0	0	0	0	0	0	1
38562	0	0	0	0	0	0	1
38565	0	0	0	0	0	0	1
38569	0	0	0	0	0	0	1
38570	0	0	0	0	0	0	1
38572	0	0	0	0	0	0	1
38573	1	1	1	1	0	0	1
38575	0	0	0	0	0	0	1
38577	0	0	0	0	0	0	1
38578	0	0	0	0	0	0	1
38579	0	0	0	0	0	0	1
38581	0	0	0	0	0	0	1
38584	0	0	0	0	0	0	2
38585	0	0	0	0	0	0	1
38586	0	0	0	0	0	0	1
38590	0	0	0	0	0	0	1
38592	0	0	0	0	0	0	1
38593	0	0	0	0	0	0	1
38594	0	0	0	0	0	0	1
38595	0	0	0	0	0	0	1
38597	0	0	0	0	0	0	1
38599	0	0	0	0	0	0	1
38600	0	0	0	0	0	0	1
38602	0	0	0	0	0	0	1
38603	0	0	0	0	0	0	1
38607	0	0	0	0	0	0	1
38608	0	0	0	0	0	0	1
38611	0	0	0	0	0	0	1
38612	0	0	0	0	0	0	1
38615	0	0	0	0	0	0	1
38617	0	0	0	0	0	0	1
38618	0	0	0	0	0	0	1
38620	0	0	0	0	0	0	1
38624	0	0	0	0	0	0	1
38626	0	0	0	0	0	0	1
38630	0	0	0	0	0	0	1
38631	0	0	0	0	0	0	1
38633	0	0	0	0	0	0	1
38637	0	0	0	0	0	0	1
38638	0	0	0	0	0	0	1
38639	0	0	0	0	0	0	1
38640	0	0	0	0	0	0	1
38641	0	0	0	0	0	0	1
38643	0	0	0	0	0	0	1
38644	0	0	0	0	0	0	1
38646	0	0	0	0	0	0	1
38648	0	0	0	0	0	0	1
38649	0	0	0	0	0	0	1
38650	0	0	0	0	0	0	1
38653	0	0	0	0	0	0	1
38654	0	0	0	0	0	0	1
38657	0	0	0	0	0	0	1
38659	0	0	0	0	0	0	1
38661	0	0	0	0	0	0	1
38662	0	0	0	0	0	0	1
38663	0	0	0	0	0	0	1
38664	0	0	0	0	0	0	1
38666	0	0	0	0	0	0	1
38668	0	0	0	0	0	0	1
38670	0	0	0	0	0	0	1
38671	0	0	0	0	0	0	1
38672	0	0	0	0	0	0	1
38673	0	0	0	0	0	0	1
38674	0	0	0	0	0	0	1
38675	0	0	0	0	0	0	1
38677	0	0	0	0	0	0	1
38680	0	0	0	0	0	0	1
38682	0	0	0	0	0	0	1
38683	0	0	0	0	0	0	1
38684	0	0	0	0	0	0	1
38685	1	1	1	1	1	0	1
38686	0	0	0	0	0	0	1
38688	0	0	0	0	0	0	1
38692	0	0	0	0	0	0	1
38693	0	0	0	0	0	0	2
38695	0	0	0	0	0	0	1
38696	1	1	1	1	2	0	1
38697	0	0	0	0	0	0	1
38698	0	0	0	0	0	0	1
38699	0	0	0	0	0	0	1
38703	0	0	0	0	0	0	1
38706	0	0	0	0	0	0	1
38707	0	0	0	0	0	0	1
38708	0	0	0	0	0	0	1
38710	0	0	0	0	0	0	1
38711	0	0	0	0	0	0	1
38713	0	0	0	0	0	0	1
38714	0	0	0	0	0	0	1
38716	0	0	0	0	0	0	1
38719	0	0	0	0	0	0	1
38720	0	0	0	0	0	0	1
38721	0	0	0	0	0	0	1
38722	0	0	0	0	0	0	1
38723	0	0	0	0	0	0	1
38724	0	0	0	0	0	0	1
38725	0	0	0	0	0	0	1
38731	0	0	0	0	0	0	1
38733	0	0	0	0	0	0	1
38734	0	0	0	0	0	0	1
38735	0	0	0	0	0	0	1
38736	0	0	0	0	0	0	1
38737	0	0	0	0	0	0	1
38741	0	0	0	0	0	0	1
38743	1	1	1	1	0	0	0
38746	0	0	0	0	0	0	1
38748	0	0	0	0	0	0	2
38749	0	0	0	0	0	0	1
38751	1	1	1	1	0	0	0
38752	0	0	0	0	0	0	1
38754	0	0	0	0	0	0	1
38755	0	0	0	0	0	0	1
38756	0	0	0	0	0	0	1
38759	0	0	0	0	0	0	1
38760	0	0	0	0	0	0	1
38761	0	0	0	0	0	0	1
38762	0	0	0	0	0	0	1
38763	0	0	0	0	0	0	1
38764	0	0	0	0	0	0	1
38765	0	0	0	0	0	0	1
38766	0	0	0	0	0	0	1
38767	0	0	0	0	0	0	1
38768	0	0	0	0	0	0	1
38770	0	0	0	0	0	0	1
38771	0	0	0	0	0	0	1
38775	1	1	1	1	1	2	1
38779	1	1	1	1	0	0	0
38780	0	0	0	0	0	0	1
38781	0	0	0	0	0	0	1
38782	0	0	0	0	0	0	1
38784	0	0	0	0	0	0	1
38786	0	0	0	0	0	0	1
38787	0	0	0	0	0	0	1
38790	0	0	0	0	0	0	1
38792	0	0	0	0	0	0	1
38794	0	0	0	0	0	0	1
38795	0	0	0	0	0	0	1
38797	0	0	0	0	0	0	1
38798	0	0	0	0	0	0	1
38800	0	0	0	0	0	0	1
38801	0	0	0	0	0	0	1
38802	0	0	0	0	0	0	1
38804	0	0	0	0	0	0	1
38806	0	0	0	0	0	0	1
38807	0	0	0	0	0	0	1
38808	0	0	0	0	0	0	1
38809	1	1	2	1	1	1	1
38810	1	1	1	1	1	0	1
38811	0	0	0	0	0	0	1
38812	0	0	0	0	0	0	1
38813	0	0	0	0	0	0	1
38814	0	0	0	0	0	0	1
38816	0	0	0	0	0	0	1
38819	0	0	0	0	0	0	1
38821	0	0	0	0	0	0	1
38824	0	0	0	0	0	0	1
38825	0	0	0	0	0	0	1
38826	0	0	0	0	0	0	1
38829	0	0	0	0	0	0	1
38831	0	0	0	0	0	0	1
38834	1	1	1	1	1	0	1
38836	0	0	0	0	0	0	1
38837	0	0	0	0	0	0	1
38839	0	0	0	0	0	0	1
38848	0	0	0	0	0	0	1
38851	0	0	0	0	0	0	1
38853	0	0	0	0	0	0	1
38854	0	0	0	0	0	0	1
38862	0	0	0	0	0	0	1
38863	0	0	0	0	0	0	1
38864	0	0	0	0	0	0	1
38866	0	0	0	0	0	0	1
38869	0	0	0	0	0	0	1
38871	0	0	0	0	0	0	1
38872	0	0	0	0	0	0	1
38878	0	0	0	0	0	0	1
38881	0	0	0	0	0	0	1
38882	0	0	0	0	0	0	1
38885	0	0	0	0	0	0	1
38889	0	0	0	0	0	0	1
38891	0	0	0	0	0	0	1
38892	0	0	0	0	0	0	1
38893	0	0	0	0	0	0	1
38894	0	0	0	0	0	0	1
38898	0	0	0	0	0	0	1
38905	0	0	0	0	0	0	1
38907	0	0	0	0	0	0	1
38908	0	0	0	0	0	0	1
38913	0	0	0	0	0	0	1
38915	0	0	0	0	0	0	1
